rank_test_score,mean_test_score,std_test_score,base_score,booster,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda
1,0.9097577679077542,0.005710037366804532,0.1,dart,0.01,3,2000,1.0,0.7
2,0.9081698417378099,0.005467919120890389,0.3,dart,0.2,3,2000,0.9,0.7
3,0.9071692199850543,0.005375853017208933,2.0,gbtree,0.15,3,2000,1.0,0.1
4,0.9069982680274574,0.004121738241557381,0.6,dart,0.01,5,500,0.1,0.1
5,0.9069928108647237,0.004050182155090882,0.6,dart,0.1,5,1000,1.0,1.0
6,0.9068815534502916,0.006339196655648572,1.0,dart,0.2,3,1000,0.9,0.1
7,0.9067588893675088,0.005611700827114347,0.6,dart,0.15,3,2000,0.7,0.9
8,0.9066541309491115,0.003543348657152968,2.0,dart,0.05,5,1000,1.0,0.0
9,0.9061493738460407,0.004543363447912143,2.0,dart,0.01,3,1000,0.0,0.1
10,0.9061436653715075,0.006132864288578624,0.6,dart,0.1,3,1000,0.7,0.0
11,0.9061007912437579,0.0040951043597533135,0.1,dart,0.1,5,1000,0.7,0.9
12,0.9060703984911559,0.0042308197053036135,1.0,dart,0.1,5,500,1.0,0.1
13,0.9056999744312355,0.004663798102661056,0.3,dart,0.2,5,500,0.7,0.7
14,0.9052952749825588,0.0038205407101348145,1.0,dart,0.1,5,100,0.3,0.1
15,0.9051282055804006,0.004139759039148136,2.0,dart,0.2,5,500,0.7,0.3
16,0.9048562935514095,0.004080951294830998,0.1,dart,0.1,5,100,0.0,0.3
17,0.9047169173357859,0.003517042329832457,0.3,gbtree,0.15,5,500,0.7,0.0
18,0.9045036986504971,0.002700142426842542,2.0,gbtree,0.1,5,100,0.1,0.3
19,0.9041812245285246,0.0036924669190976146,0.6,dart,0.3,5,2000,0.7,0.1
20,0.9041602647957098,0.0029813024079601803,2.0,dart,0.2,5,1000,0.7,0.9
21,0.9032429775840547,0.0038368353170453932,3.0,dart,0.01,3,500,0.0,0.7
22,0.9031851220272199,0.001660059793890334,3.0,gbtree,0.5,3,2000,0.9,0.9
23,0.9031280323317165,0.0015189030775512066,0.1,dart,0.05,7,500,1.0,0.9
24,0.9029180350632089,0.003681458910233913,3.0,dart,0.01,3,500,0.3,1.0
25,0.9028803948516245,0.0021665352845659353,0.1,dart,0.1,7,2000,0.9,0.7
26,0.9027190213392265,0.0035687034719677955,1.0,dart,0.5,3,1000,0.9,0.0
27,0.9026298223744673,0.001564484107752435,0.6,dart,0.01,7,2000,1.0,0.0
28,0.902497920249283,0.002750083119461762,3.0,gbtree,0.01,7,500,0.1,1.0
29,0.9023589579095812,0.005330378622470896,0.3,gbtree,0.5,5,500,1.0,0.1
30,0.9022565369019359,0.0010923790582578912,0.1,gbtree,0.1,7,2000,0.9,0.1
31,0.9020717222767917,0.002282619434924905,1.0,gbtree,0.15,3,1000,0.3,0.9
32,0.901892043520592,0.002295288465805718,0.6,gbtree,0.2,7,500,0.9,0.0
33,0.9016650235516587,0.0034380835059748607,0.1,gbtree,0.15,3,1000,0.3,0.7
34,0.901642135885647,0.0017371861767048699,3.0,gbtree,0.05,7,100,0.1,0.3
35,0.9014746007226252,0.005180281585805206,0.6,gbtree,0.2,3,2000,0.3,1.0
36,0.9010497750489858,0.0019229813150452458,0.1,gbtree,0.15,15,100,0.7,0.7
37,0.9010261604735608,0.001730144750849907,0.6,dart,0.05,20,500,0.9,0.7
38,0.9009396390014227,0.001213640485004177,0.1,gbtree,0.1,10,1000,1.0,0.3
39,0.9008987374934537,0.0013785629858746198,1.0,dart,0.15,7,2000,0.3,0.1
40,0.9008747282124528,0.00229287565422456,0.3,dart,0.1,20,1000,0.0,0.9
41,0.9007987830876133,0.004083184745280157,3.0,dart,0.2,3,500,0.3,0.0
42,0.9007639837865812,0.0015449129646914464,0.1,gbtree,0.2,5,1000,0.1,0.7
43,0.9007588651445171,0.0006767286508306581,0.3,gbtree,0.05,15,1000,1.0,0.3
44,0.900617053921841,0.004247179181232218,0.3,dart,0.3,3,100,0.0,0.9
45,0.9005918476237584,0.0013747575723456092,0.6,dart,0.01,15,1000,0.7,1.0
46,0.9005509005820447,0.003052402310051835,3.0,gbtree,0.5,5,100,1.0,0.7
47,0.9005060751633533,0.0012745595418369473,0.6,gbtree,0.1,10,1000,1.0,0.7
48,0.9004447721998345,0.002362770126991106,1.0,gbtree,0.5,5,500,0.9,0.7
49,0.9002169088823401,0.0007750205899781481,0.1,dart,0.05,10,500,0.7,0.0
50,0.9002116951241891,0.00034496566296757605,0.1,dart,0.01,10,2000,1.0,0.1
51,0.9001599151266286,0.0016570515210489294,2.0,gbtree,0.1,5,500,0.1,0.1
52,0.8999771931202022,0.000973254969441436,0.6,gbtree,0.1,7,1000,0.1,0.9
53,0.8998970985851922,0.0051027058995348675,2.0,gbtree,0.3,7,500,1.0,0.7
54,0.8998496640632349,0.00197949120319916,1.0,dart,0.1,10,500,1.0,0.7
55,0.8998329363460698,0.0011050368705197375,0.1,dart,0.2,7,500,0.7,0.1
56,0.8997194232350865,0.0032116345771432786,1.0,gbtree,0.3,5,2000,0.3,0.3
57,0.899640036262943,0.003079896881509023,0.1,gbtree,0.3,5,500,0.9,0.3
58,0.8996223289716728,0.0002022019562991,0.3,dart,0.05,20,1000,0.1,0.1
59,0.8995688671737393,0.00441688267849881,0.1,dart,0.3,15,1000,1.0,1.0
60,0.8995532916282653,0.002410432362111831,2.0,gbtree,0.01,7,2000,0.0,0.9
61,0.8994985314906648,0.0012493587392585358,0.6,gbtree,0.05,15,1000,0.9,0.1
62,0.8994369363797347,0.001516098131393791,1.0,gbtree,0.01,15,1000,1.0,0.0
63,0.8994309010516992,0.0007579516432910245,0.1,gbtree,0.15,15,500,0.9,0.9
64,0.8994033482047301,0.002085888362593437,1.0,dart,0.1,10,100,0.7,0.1
65,0.89928884535303,0.0006383979488049623,0.1,dart,0.05,20,1000,0.1,0.1
66,0.899242211481255,0.0029027761122734463,0.3,gbtree,0.01,20,500,0.9,0.0
67,0.8991914994176606,0.0021603336737592094,0.1,gbtree,0.01,20,500,0.3,0.1
68,0.8990576623232164,0.0020477379435887683,1.0,dart,0.05,15,100,1.0,0.1
69,0.8988662150901464,0.0023219085341418476,0.6,gbtree,0.2,10,500,0.7,0.0
70,0.8987588709848978,0.0023212868883128713,0.1,gbtree,0.15,7,500,0.0,0.9
71,0.8987180997977827,0.0013526481574363675,0.3,dart,0.01,20,2000,0.3,0.0
72,0.8987050987945793,0.0016743844892937844,1.0,gbtree,0.3,7,100,0.3,0.1
73,0.8986819551495887,0.0029509628565946465,1.0,dart,0.15,10,500,0.3,0.7
74,0.898391845503382,0.0017952796843477936,2.0,gbtree,0.5,5,100,0.3,1.0
75,0.8983700652826927,0.0006789421308512234,0.6,dart,0.2,15,100,0.9,1.0
76,0.8982488983913777,0.0039944461102190375,1.0,dart,0.05,15,1000,0.3,0.3
77,0.8981942718587038,0.0019075726434884758,1.0,gbtree,0.15,10,100,0.3,0.1
78,0.8979346879432287,0.0032751563801902196,1.0,dart,0.01,15,1000,0.3,0.0
79,0.8978628763332233,0.0023282453964136012,0.1,gbtree,0.15,15,1000,0.9,0.0
80,0.8978260419990595,0.005331923628805342,0.1,dart,0.3,15,500,0.7,1.0
81,0.8978009833585149,0.0022569526611710086,1.0,dart,0.01,15,500,0.1,0.7
82,0.8977502979027107,0.0023502839311412074,1.0,dart,0.15,15,500,0.9,1.0
83,0.8975311315807373,0.00251139688197632,0.3,dart,0.5,15,500,1.0,0.1
84,0.8975206102708659,0.006421733538641948,2.0,gbtree,0.1,10,500,1.0,0.3
85,0.8975173748763768,0.0020521776686959216,2.0,dart,0.3,15,500,0.3,0.0
86,0.8974943517386417,0.0006983401537088778,1.0,dart,0.3,5,100,0.1,0.0
87,0.8974761510931565,0.0025293092132581464,2.0,gbtree,0.15,7,2000,0.0,1.0
88,0.8974423405779044,0.004230257407373036,2.0,gbtree,0.2,15,2000,0.7,0.7
89,0.8973092367666692,0.0013046717860750597,0.1,gbtree,0.3,7,500,0.7,0.7
90,0.8970677897046386,0.0009890122879779217,0.3,dart,0.2,5,1000,0.0,0.7
91,0.8970528583897803,0.0037694531536868743,0.1,dart,0.3,15,2000,1.0,0.7
92,0.8970513949646719,0.000599774675040164,0.1,gbtree,0.2,20,500,0.1,0.1
93,0.8968671304157618,0.0011312607653861833,0.1,dart,0.2,10,2000,0.7,0.0
94,0.8968365177363419,0.0019717257137268486,2.0,gbtree,0.5,10,500,0.1,0.9
95,0.8967006038156842,0.0013276892717789754,0.6,gbtree,0.15,20,2000,0.3,0.0
96,0.8962336670844837,0.0024259717469515703,2.0,gbtree,0.2,10,500,0.3,0.7
97,0.8961262079443677,0.008591514843321093,2.0,gbtree,0.3,15,2000,1.0,0.0
98,0.8960934501154865,0.00031474914713475763,0.1,dart,0.2,3,1000,0.0,1.0
99,0.8960065215958828,0.006991432093663318,2.0,gbtree,0.15,15,2000,0.9,0.0
100,0.8959902165934348,0.0009846473992414946,1.0,dart,0.15,3,2000,0.1,1.0
101,0.8958391233929187,0.002404615000051824,0.3,gbtree,0.5,20,100,0.7,0.3
102,0.8958233904105365,0.003612972630115536,3.0,dart,0.3,10,1000,0.3,0.3
103,0.8957996258560083,0.002866827423965464,1.0,gbtree,0.3,15,500,0.1,0.3
104,0.8956799131756649,0.004720377641385716,0.6,dart,0.3,20,100,1.0,0.7
105,0.8956737270978605,0.003045454710044473,1.0,gbtree,0.5,7,1000,1.0,0.0
106,0.8950115145594563,0.008199558692474698,2.0,gbtree,0.3,15,500,0.9,1.0
107,0.8950113769037467,0.002833239170291155,2.0,dart,0.01,20,1000,0.3,0.0
108,0.8946046084573921,0.003304242627329428,2.0,gbtree,0.2,20,100,0.3,0.1
109,0.8944837100950516,0.005090086504738489,3.0,dart,0.05,10,100,0.3,0.9
110,0.8942810278053446,0.0033115386348673203,2.0,dart,0.01,20,500,0.1,0.1
111,0.8939759813783916,0.005361142740141965,3.0,dart,0.3,15,100,0.3,0.9
112,0.8937752070552551,0.0023237401221960796,3.0,gbtree,0.05,15,2000,0.0,0.3
113,0.8935816165629458,0.008516113135347086,3.0,gbtree,0.15,15,100,1.0,0.0
114,0.8935130081664272,0.0011836960805986093,0.6,dart,0.5,20,500,0.1,0.1
115,0.8934966081565708,0.002603487824199793,0.6,gbtree,0.5,20,100,1.0,0.7
116,0.8931415890188835,0.0032846966628529944,0.3,gbtree,0.2,3,1000,0.0,0.7
117,0.8931216497423208,0.006120854373057946,2.0,gbtree,0.3,15,1000,1.0,0.3
118,0.892956309803036,0.008036945231611137,3.0,gbtree,0.15,15,100,0.7,0.9
119,0.8927523153137715,0.00017571916777916425,0.6,dart,0.5,15,500,0.1,0.7
120,0.8926511117658045,0.0031834778405636774,0.3,gbtree,0.2,3,1000,0.0,0.0
121,0.8920751126588823,0.0035646114180696953,0.6,dart,0.5,10,100,0.1,0.0
122,0.892043492527742,0.007962509493392231,3.0,dart,0.3,15,500,0.7,0.9
123,0.8920141167545076,0.004421204061924316,1.0,gbtree,0.01,10,2000,0.0,0.1
124,0.8901632086554889,0.01033583080157585,3.0,dart,0.15,10,2000,0.9,1.0
125,0.8901207636775171,0.0014924660821504087,2.0,gbtree,0.1,3,2000,0.0,0.7
126,0.8895898371629835,0.013449125817644465,3.0,dart,0.05,10,100,1.0,1.0
127,0.8893729364796124,0.006678975853819447,1.0,gbtree,0.3,20,500,0.0,0.1
128,0.878374848718336,0.007045300718805172,1.0,gbtree,0.2,15,100,0.0,0.0
129,0.8262183889253834,0.013503347135199904,0.6,gblinear,0.2,20,100,1.0,0.9
130,0.826061737524901,0.012500485350793544,2.0,gblinear,0.01,7,2000,1.0,0.7
131,0.8259378301163776,0.012480205813545994,2.0,gblinear,0.01,5,2000,0.3,1.0
132,0.8258392436878119,0.012490677353707482,2.0,gblinear,0.01,10,2000,0.1,1.0
133,0.8255288973871302,0.013179952347655087,2.0,gblinear,0.05,7,500,0.0,1.0
134,0.8253041573212466,0.014067196797556665,0.3,gblinear,0.2,7,100,0.7,1.0
135,0.8248961089745764,0.01337300973639323,3.0,gblinear,0.3,5,100,0.7,0.9
136,0.8243434700895277,0.017052901258511558,0.3,gblinear,0.5,10,2000,0.7,1.0
137,0.82408316020359,0.010787027732277006,3.0,gblinear,0.15,7,100,0.0,0.0
138,0.8239927066913585,0.013763814790629618,3.0,gblinear,0.3,7,100,0.0,0.7
139,0.8239742648439047,0.01704459779554962,0.3,gblinear,0.5,10,2000,0.3,1.0
140,0.8237295976156451,0.015492477113807033,0.1,gblinear,0.3,3,100,0.7,0.3
141,0.823649930751833,0.017380785681377124,1.0,gblinear,0.3,10,2000,0.3,1.0
142,0.8233833533595126,0.011554551139340893,1.0,gblinear,0.1,20,100,0.9,0.9
143,0.8231236324104038,0.01736365413511459,0.1,gblinear,0.5,3,2000,0.7,0.0
144,0.8229011819506165,0.01692613568678325,2.0,gblinear,0.5,7,1000,0.1,0.9
145,0.8228906408415219,0.015319366116072777,0.3,gblinear,0.3,7,100,0.0,0.0
146,0.8227755698932316,0.016463903539662456,1.0,gblinear,0.05,5,1000,0.7,0.7
147,0.8227551971465039,0.01572010881790314,3.0,gblinear,0.5,20,100,1.0,0.9
148,0.8226784162922647,0.01696126629470657,2.0,gblinear,0.5,5,1000,1.0,0.1
149,0.8226694627524422,0.017863654123062504,0.1,gblinear,0.3,5,2000,0.0,0.1
150,0.8226165103019424,0.018139709007197247,0.1,gblinear,0.3,10,1000,0.7,0.9
151,0.8225682269827786,0.017527445267957627,2.0,gblinear,0.5,5,500,0.9,0.7
152,0.8225225550202888,0.01683046825281217,0.6,gblinear,0.05,15,1000,0.7,0.7
153,0.8225121812126527,0.01748571939926235,1.0,gblinear,0.5,10,500,0.7,0.7
154,0.8222218212407284,0.011923245691563418,1.0,gblinear,0.01,20,1000,0.0,0.1
155,0.8221662620313903,0.017268242397870365,2.0,gblinear,0.3,15,2000,0.1,0.0
156,0.8220426617094766,0.01730316145067684,2.0,gblinear,0.1,3,1000,1.0,0.9
157,0.822035421464421,0.012153922625201445,0.6,gblinear,0.01,3,1000,1.0,0.3
158,0.8220339696438278,0.017086765113880124,3.0,gblinear,0.2,7,1000,0.7,1.0
159,0.8220196571452328,0.017822291088164327,0.6,gblinear,0.5,20,500,0.9,0.3
160,0.8219997675209262,0.01749682249898657,2.0,gblinear,0.2,20,2000,0.1,0.3
161,0.8219133272642792,0.018552726529649007,0.3,gblinear,0.3,5,500,0.9,1.0
162,0.82178403779764,0.01811138768495564,0.3,gblinear,0.3,20,1000,0.3,0.3
163,0.8217771975830069,0.012216552335082956,0.6,gblinear,0.01,15,1000,1.0,0.0
164,0.8217639436064167,0.01264724569808742,0.3,gblinear,0.1,5,100,0.0,1.0
165,0.821757227061929,0.01680594476632801,3.0,gblinear,0.05,10,2000,1.0,0.9
166,0.8217032426205149,0.018056348713272653,1.0,gblinear,0.3,7,1000,0.1,0.1
167,0.8216969593142844,0.018667913674114724,0.1,gblinear,0.1,15,2000,1.0,0.3
168,0.8216872633336394,0.012803595889131702,0.1,gblinear,0.1,5,100,0.9,0.9
169,0.8216025921807072,0.01818301566679054,1.0,gblinear,0.1,15,2000,0.7,0.3
170,0.8215331899129638,0.01737514264577553,1.0,gblinear,0.5,7,500,0.1,0.3
171,0.8214733176138881,0.017340265634433295,0.3,gblinear,0.5,7,100,0.1,0.0
172,0.8214656209232891,0.01787972197650563,0.6,gblinear,0.15,3,500,1.0,0.3
173,0.8214231849220299,0.017830679869921633,2.0,gblinear,0.2,3,1000,1.0,0.0
174,0.8214033570860587,0.012416232758341413,0.3,gblinear,0.01,10,1000,0.9,0.7
175,0.8213843094655686,0.017879876621758196,2.0,gblinear,0.1,3,2000,0.9,0.0
176,0.8212383398938997,0.017271392774182482,2.0,gblinear,0.15,10,500,0.3,0.3
177,0.8212055822598227,0.009639333586606826,2.0,gblinear,0.05,15,100,1.0,0.9
178,0.8211435218280735,0.01858115228397673,0.1,gblinear,0.5,15,500,0.1,0.0
179,0.8210546726718535,0.017883959925987666,2.0,gblinear,0.1,20,2000,0.3,0.1
180,0.8209881563702581,0.018196862002938203,1.0,gblinear,0.1,15,1000,0.9,0.0
181,0.8208921569114417,0.012575520370047668,0.1,gblinear,0.01,20,1000,0.7,1.0
182,0.8208565490157622,0.018013864612565246,0.6,gblinear,0.15,7,500,0.3,0.3
183,0.8207999408117348,0.018478269119253564,0.6,gblinear,0.2,20,500,0.7,0.0
184,0.8207887770512677,0.018444983280884893,0.6,gblinear,0.15,7,1000,0.1,0.3
185,0.8205649627453562,0.012647101540263257,0.3,gblinear,0.01,15,1000,0.1,0.0
186,0.8200591941123409,0.00946631511867596,3.0,gblinear,0.05,20,100,0.9,1.0
187,0.8195877198960847,0.009867349690638615,1.0,gblinear,0.05,5,100,0.9,0.7
188,0.8189771927609617,0.009385277645529313,3.0,gblinear,0.05,10,100,0.3,0.1
189,0.8186292160539826,0.005184223413576616,1.0,gbtree,0.01,5,100,0.9,1.0
190,0.8180577527643558,0.006434737961448861,1.0,dart,0.01,7,100,0.9,0.3
191,0.8179498003716908,0.008067233560217537,1.0,gbtree,0.01,15,100,0.7,0.1
192,0.8163874391769881,0.009409914230826101,0.3,gblinear,0.01,20,500,0.7,0.9
193,0.8153485944595004,0.009927596655621804,0.1,gblinear,0.05,15,100,1.0,0.3
194,0.8150875719519942,0.00946948894893155,0.1,gblinear,0.05,10,100,0.9,0.7
195,0.8148415952148876,0.009672541836496601,0.1,gblinear,0.05,10,100,0.3,0.0
196,0.8148326249831318,0.00979741049207153,0.1,gblinear,0.05,5,100,1.0,0.1
197,0.78067443784895,0.010095118174540585,0.6,gbtree,0.01,20,100,0.1,0.9
198,0.7566959177781853,0.00921473545643128,3.0,gbtree,0.01,3,100,0.7,1.0
199,0.7538109467238184,0.005862339796278882,0.1,gblinear,0.01,7,100,0.0,0.1
200,0.7259741776134903,0.007006418802308313,0.1,gbtree,0.01,10,100,0.0,0.0
