rank_test_score,mean_test_score,std_test_score,base_score,booster,learning_rate,max_depth,n_estimators,reg_alpha,reg_lambda
1,0.9097577679077542,0.005710037366804532,0.1,dart,0.01,3,2000,1.0,0.7
2,0.9081698417378099,0.005467919120890389,0.3,dart,0.2,3,2000,0.9,0.7
3,0.9071692199850543,0.005375853017208933,2.0,gbtree,0.15,3,2000,1.0,0.1
4,0.9069982680274574,0.004121738241557381,0.6,dart,0.01,5,500,0.1,0.1
5,0.9069928108647237,0.004050182155090882,0.6,dart,0.1,5,1000,1.0,1.0
6,0.9068815534502916,0.006339196655648572,1.0,dart,0.2,3,1000,0.9,0.1
7,0.9067588893675088,0.005611700827114347,0.6,dart,0.15,3,2000,0.7,0.9
8,0.9066541309491115,0.003543348657152968,2.0,dart,0.05,5,1000,1.0,0.0
9,0.9061493738460407,0.004543363447912143,2.0,dart,0.01,3,1000,0.0,0.1
10,0.9061436653715075,0.006132864288578624,0.6,dart,0.1,3,1000,0.7,0.0
11,0.9061007912437579,0.0040951043597533135,0.1,dart,0.1,5,1000,0.7,0.9
12,0.9060703984911559,0.0042308197053036135,1.0,dart,0.1,5,500,1.0,0.1
13,0.9056999744312355,0.004663798102661056,0.3,dart,0.2,5,500,0.7,0.7
14,0.9052952749825588,0.0038205407101348145,1.0,dart,0.1,5,100,0.3,0.1
15,0.9051282055804006,0.004139759039148136,2.0,dart,0.2,5,500,0.7,0.3
16,0.9048562935514095,0.004080951294830998,0.1,dart,0.1,5,100,0.0,0.3
17,0.9047169173357859,0.003517042329832457,0.3,gbtree,0.15,5,500,0.7,0.0
18,0.9045036986504971,0.002700142426842542,2.0,gbtree,0.1,5,100,0.1,0.3
19,0.9041812245285246,0.0036924669190976146,0.6,dart,0.3,5,2000,0.7,0.1
20,0.9041602647957098,0.0029813024079601803,2.0,dart,0.2,5,1000,0.7,0.9
21,0.9032429775840547,0.0038368353170453932,3.0,dart,0.01,3,500,0.0,0.7
22,0.9031851220272199,0.001660059793890334,3.0,gbtree,0.5,3,2000,0.9,0.9
23,0.9031280323317165,0.0015189030775512066,0.1,dart,0.05,7,500,1.0,0.9
24,0.9029180350632089,0.003681458910233913,3.0,dart,0.01,3,500,0.3,1.0
25,0.9028803948516245,0.0021665352845659353,0.1,dart,0.1,7,2000,0.9,0.7
26,0.9027190213392265,0.0035687034719677955,1.0,dart,0.5,3,1000,0.9,0.0
27,0.9026298223744673,0.001564484107752435,0.6,dart,0.01,7,2000,1.0,0.0
28,0.902497920249283,0.002750083119461762,3.0,gbtree,0.01,7,500,0.1,1.0
29,0.9023589579095812,0.005330378622470896,0.3,gbtree,0.5,5,500,1.0,0.1
30,0.9022565369019359,0.0010923790582578912,0.1,gbtree,0.1,7,2000,0.9,0.1
31,0.9020717222767917,0.002282619434924905,1.0,gbtree,0.15,3,1000,0.3,0.9
32,0.901892043520592,0.002295288465805718,0.6,gbtree,0.2,7,500,0.9,0.0
33,0.9016650235516587,0.0034380835059748607,0.1,gbtree,0.15,3,1000,0.3,0.7
34,0.901642135885647,0.0017371861767048699,3.0,gbtree,0.05,7,100,0.1,0.3
35,0.9014746007226252,0.005180281585805206,0.6,gbtree,0.2,3,2000,0.3,1.0
36,0.9010497750489858,0.0019229813150452458,0.1,gbtree,0.15,15,100,0.7,0.7
37,0.9010261604735608,0.001730144750849907,0.6,dart,0.05,20,500,0.9,0.7
38,0.9009396390014227,0.001213640485004177,0.1,gbtree,0.1,10,1000,1.0,0.3
39,0.9008987374934537,0.0013785629858746198,1.0,dart,0.15,7,2000,0.3,0.1
40,0.9008747282124528,0.00229287565422456,0.3,dart,0.1,20,1000,0.0,0.9
41,0.9007987830876133,0.004083184745280157,3.0,dart,0.2,3,500,0.3,0.0
42,0.9007639837865812,0.0015449129646914464,0.1,gbtree,0.2,5,1000,0.1,0.7
43,0.9007588651445171,0.0006767286508306581,0.3,gbtree,0.05,15,1000,1.0,0.3
44,0.900617053921841,0.004247179181232218,0.3,dart,0.3,3,100,0.0,0.9
45,0.9005918476237584,0.0013747575723456092,0.6,dart,0.01,15,1000,0.7,1.0
46,0.9005509005820447,0.003052402310051835,3.0,gbtree,0.5,5,100,1.0,0.7
47,0.9005060751633533,0.0012745595418369473,0.6,gbtree,0.1,10,1000,1.0,0.7
48,0.9004447721998345,0.002362770126991106,1.0,gbtree,0.5,5,500,0.9,0.7
49,0.9002169088823401,0.0007750205899781481,0.1,dart,0.05,10,500,0.7,0.0
50,0.9002116951241891,0.00034496566296757605,0.1,dart,0.01,10,2000,1.0,0.1
51,0.9001599151266286,0.0016570515210489294,2.0,gbtree,0.1,5,500,0.1,0.1
52,0.8999771931202022,0.000973254969441436,0.6,gbtree,0.1,7,1000,0.1,0.9
53,0.8998970985851922,0.0051027058995348675,2.0,gbtree,0.3,7,500,1.0,0.7
54,0.8998496640632349,0.00197949120319916,1.0,dart,0.1,10,500,1.0,0.7
55,0.8998329363460698,0.0011050368705197375,0.1,dart,0.2,7,500,0.7,0.1
56,0.8997194232350865,0.0032116345771432786,1.0,gbtree,0.3,5,2000,0.3,0.3
57,0.899640036262943,0.003079896881509023,0.1,gbtree,0.3,5,500,0.9,0.3
58,0.8996223289716728,0.0002022019562991,0.3,dart,0.05,20,1000,0.1,0.1
59,0.8995688671737393,0.00441688267849881,0.1,dart,0.3,15,1000,1.0,1.0
60,0.8995532916282653,0.002410432362111831,2.0,gbtree,0.01,7,2000,0.0,0.9
61,0.8994985314906648,0.0012493587392585358,0.6,gbtree,0.05,15,1000,0.9,0.1
62,0.8994369363797347,0.001516098131393791,1.0,gbtree,0.01,15,1000,1.0,0.0
63,0.8994309010516992,0.0007579516432910245,0.1,gbtree,0.15,15,500,0.9,0.9
64,0.8994033482047301,0.002085888362593437,1.0,dart,0.1,10,100,0.7,0.1
65,0.89928884535303,0.0006383979488049623,0.1,dart,0.05,20,1000,0.1,0.1
66,0.899242211481255,0.0029027761122734463,0.3,gbtree,0.01,20,500,0.9,0.0
67,0.8991914994176606,0.0021603336737592094,0.1,gbtree,0.01,20,500,0.3,0.1
68,0.8990576623232164,0.0020477379435887683,1.0,dart,0.05,15,100,1.0,0.1
69,0.8988662150901464,0.0023219085341418476,0.6,gbtree,0.2,10,500,0.7,0.0
70,0.8987588709848978,0.0023212868883128713,0.1,gbtree,0.15,7,500,0.0,0.9
71,0.8987180997977827,0.0013526481574363675,0.3,dart,0.01,20,2000,0.3,0.0
72,0.8987050987945793,0.0016743844892937844,1.0,gbtree,0.3,7,100,0.3,0.1
73,0.8986819551495887,0.0029509628565946465,1.0,dart,0.15,10,500,0.3,0.7
74,0.898391845503382,0.0017952796843477936,2.0,gbtree,0.5,5,100,0.3,1.0
75,0.8983700652826927,0.0006789421308512234,0.6,dart,0.2,15,100,0.9,1.0
76,0.8982488983913777,0.0039944461102190375,1.0,dart,0.05,15,1000,0.3,0.3
77,0.8981942718587038,0.0019075726434884758,1.0,gbtree,0.15,10,100,0.3,0.1
78,0.8979346879432287,0.0032751563801902196,1.0,dart,0.01,15,1000,0.3,0.0
79,0.8978628763332233,0.0023282453964136012,0.1,gbtree,0.15,15,1000,0.9,0.0
80,0.8978260419990595,0.005331923628805342,0.1,dart,0.3,15,500,0.7,1.0
81,0.8978009833585149,0.0022569526611710086,1.0,dart,0.01,15,500,0.1,0.7
82,0.8977502979027107,0.0023502839311412074,1.0,dart,0.15,15,500,0.9,1.0
83,0.8975311315807373,0.00251139688197632,0.3,dart,0.5,15,500,1.0,0.1
84,0.8975206102708659,0.006421733538641948,2.0,gbtree,0.1,10,500,1.0,0.3
85,0.8975173748763768,0.0020521776686959216,2.0,dart,0.3,15,500,0.3,0.0
86,0.8974943517386417,0.0006983401537088778,1.0,dart,0.3,5,100,0.1,0.0
87,0.8974761510931565,0.0025293092132581464,2.0,gbtree,0.15,7,2000,0.0,1.0
88,0.8974423405779044,0.004230257407373036,2.0,gbtree,0.2,15,2000,0.7,0.7
89,0.8973092367666692,0.0013046717860750597,0.1,gbtree,0.3,7,500,0.7,0.7
90,0.8970677897046386,0.0009890122879779217,0.3,dart,0.2,5,1000,0.0,0.7
91,0.8970528583897803,0.0037694531536868743,0.1,dart,0.3,15,2000,1.0,0.7
92,0.8970513949646719,0.000599774675040164,0.1,gbtree,0.2,20,500,0.1,0.1
93,0.8968671304157618,0.0011312607653861833,0.1,dart,0.2,10,2000,0.7,0.0
94,0.8968365177363419,0.0019717257137268486,2.0,gbtree,0.5,10,500,0.1,0.9
95,0.8967006038156842,0.0013276892717789754,0.6,gbtree,0.15,20,2000,0.3,0.0
96,0.8962336670844837,0.0024259717469515703,2.0,gbtree,0.2,10,500,0.3,0.7
97,0.8961262079443677,0.008591514843321093,2.0,gbtree,0.3,15,2000,1.0,0.0
98,0.8960934501154865,0.00031474914713475763,0.1,dart,0.2,3,1000,0.0,1.0
99,0.8960065215958828,0.006991432093663318,2.0,gbtree,0.15,15,2000,0.9,0.0
100,0.8959902165934348,0.0009846473992414946,1.0,dart,0.15,3,2000,0.1,1.0
101,0.8958391233929187,0.002404615000051824,0.3,gbtree,0.5,20,100,0.7,0.3
102,0.8958233904105365,0.003612972630115536,3.0,dart,0.3,10,1000,0.3,0.3
103,0.8957996258560083,0.002866827423965464,1.0,gbtree,0.3,15,500,0.1,0.3
104,0.8956799131756649,0.004720377641385716,0.6,dart,0.3,20,100,1.0,0.7
105,0.8956737270978605,0.003045454710044473,1.0,gbtree,0.5,7,1000,1.0,0.0
106,0.8950115145594563,0.008199558692474698,2.0,gbtree,0.3,15,500,0.9,1.0
107,0.8950113769037467,0.002833239170291155,2.0,dart,0.01,20,1000,0.3,0.0
108,0.8946046084573921,0.003304242627329428,2.0,gbtree,0.2,20,100,0.3,0.1
109,0.8944837100950516,0.005090086504738489,3.0,dart,0.05,10,100,0.3,0.9
110,0.8942810278053446,0.0033115386348673203,2.0,dart,0.01,20,500,0.1,0.1
111,0.8939759813783916,0.005361142740141965,3.0,dart,0.3,15,100,0.3,0.9
112,0.8937752070552551,0.0023237401221960796,3.0,gbtree,0.05,15,2000,0.0,0.3
113,0.8935816165629458,0.008516113135347086,3.0,gbtree,0.15,15,100,1.0,0.0
114,0.8935130081664272,0.0011836960805986093,0.6,dart,0.5,20,500,0.1,0.1
115,0.8934966081565708,0.002603487824199793,0.6,gbtree,0.5,20,100,1.0,0.7
116,0.8931415890188835,0.0032846966628529944,0.3,gbtree,0.2,3,1000,0.0,0.7
117,0.8931216497423208,0.006120854373057946,2.0,gbtree,0.3,15,1000,1.0,0.3
118,0.892956309803036,0.008036945231611137,3.0,gbtree,0.15,15,100,0.7,0.9
119,0.8927523153137715,0.00017571916777916425,0.6,dart,0.5,15,500,0.1,0.7
120,0.8926511117658045,0.0031834778405636774,0.3,gbtree,0.2,3,1000,0.0,0.0
121,0.8920751126588823,0.0035646114180696953,0.6,dart,0.5,10,100,0.1,0.0
122,0.892043492527742,0.007962509493392231,3.0,dart,0.3,15,500,0.7,0.9
123,0.8920141167545076,0.004421204061924316,1.0,gbtree,0.01,10,2000,0.0,0.1
124,0.8901632086554889,0.01033583080157585,3.0,dart,0.15,10,2000,0.9,1.0
125,0.8901207636775171,0.0014924660821504087,2.0,gbtree,0.1,3,2000,0.0,0.7
126,0.8895898371629835,0.013449125817644465,3.0,dart,0.05,10,100,1.0,1.0
127,0.8893729364796124,0.006678975853819447,1.0,gbtree,0.3,20,500,0.0,0.1
128,0.878374848718336,0.007045300718805172,1.0,gbtree,0.2,15,100,0.0,0.0
129,0.8260668993918255,0.012491216129173841,2.0,gblinear,0.01,7,2000,1.0,0.7
130,0.825972340883119,0.013682972715246247,0.6,gblinear,0.2,20,100,1.0,0.9
131,0.825943139181402,0.012483031903456133,2.0,gblinear,0.01,5,2000,0.3,1.0
132,0.8258389400503592,0.0124841877598873,2.0,gblinear,0.01,10,2000,0.1,1.0
133,0.8254287595281569,0.013247936369886663,2.0,gblinear,0.05,7,500,0.0,1.0
134,0.8252263315729504,0.013951036394406764,0.3,gblinear,0.2,7,100,0.7,1.0
135,0.8248239180929879,0.013209236605629759,3.0,gblinear,0.3,5,100,0.7,0.9
136,0.8244587861590332,0.017115284544247402,0.3,gblinear,0.5,10,2000,0.7,1.0
137,0.8242844966429516,0.013492336084311078,3.0,gblinear,0.3,7,100,0.0,0.7
138,0.8241905024563262,0.010827328170954536,3.0,gblinear,0.15,7,100,0.0,0.0
139,0.8239803660216354,0.01674201980945072,0.3,gblinear,0.5,10,2000,0.3,1.0
140,0.8236036418998693,0.017353353933951845,1.0,gblinear,0.3,10,2000,0.3,1.0
141,0.8234948428212506,0.0117587160505888,1.0,gblinear,0.1,20,100,0.9,0.9
142,0.8234796118437745,0.0157443343695915,0.1,gblinear,0.3,3,100,0.7,0.3
143,0.8234035323207642,0.017441212699356168,0.1,gblinear,0.5,3,2000,0.7,0.0
144,0.8231992482209001,0.015449425741152666,0.3,gblinear,0.3,7,100,0.0,0.0
145,0.8228811307154601,0.01837258838228701,0.1,gblinear,0.3,10,1000,0.7,0.9
146,0.8228800047439309,0.015547988118416158,3.0,gblinear,0.5,20,100,1.0,0.9
147,0.8228327206968293,0.016929154319851373,2.0,gblinear,0.5,7,1000,0.1,0.9
148,0.8227777551153714,0.016468963739161253,1.0,gblinear,0.05,5,1000,0.7,0.7
149,0.8226824085167129,0.017309361831253044,2.0,gblinear,0.5,5,500,0.9,0.7
150,0.8226233399552627,0.01732135164410815,2.0,gblinear,0.5,5,1000,1.0,0.1
151,0.8225185466049224,0.016801111637331348,0.6,gblinear,0.05,15,1000,0.7,0.7
152,0.8224569512117945,0.016505298115809783,0.3,gblinear,0.5,7,100,0.1,0.0
153,0.822351259737908,0.018011668803508737,0.3,gblinear,0.3,5,500,0.9,1.0
154,0.8222955887597643,0.01783755865381488,0.1,gblinear,0.3,5,2000,0.0,0.1
155,0.8222021598759345,0.011897455670061787,1.0,gblinear,0.01,20,1000,0.0,0.1
156,0.8222015166588224,0.017351680663571678,2.0,gblinear,0.3,15,2000,0.1,0.0
157,0.8221248008131541,0.017865557117791763,1.0,gblinear,0.5,10,500,0.7,0.7
158,0.8220436475466196,0.017349079450833374,2.0,gblinear,0.1,3,1000,1.0,0.9
159,0.8220159219913218,0.01219002576047067,0.6,gblinear,0.01,3,1000,1.0,0.3
160,0.8219742669025493,0.01740947668503557,2.0,gblinear,0.2,20,2000,0.1,0.3
161,0.8219581669102483,0.017009272896397858,3.0,gblinear,0.2,7,1000,0.7,1.0
162,0.8219547344520608,0.018322261829411064,0.6,gblinear,0.5,20,500,0.9,0.3
163,0.8218015173542309,0.01811987458768871,0.3,gblinear,0.3,20,1000,0.3,0.3
164,0.8217997946890313,0.012240671118943324,0.6,gblinear,0.01,15,1000,1.0,0.0
165,0.8217799150729929,0.016809761216964692,3.0,gblinear,0.05,10,2000,1.0,0.9
166,0.8217324064717193,0.01245466809138389,0.3,gblinear,0.1,5,100,0.0,1.0
167,0.8216097681235405,0.018242720054416395,1.0,gblinear,0.1,15,2000,0.7,0.3
168,0.8215915914179287,0.018547130219377553,0.1,gblinear,0.1,15,2000,1.0,0.3
169,0.8215223402365904,0.017810879056640024,1.0,gblinear,0.3,7,1000,0.1,0.1
170,0.8214261991277063,0.012371917495835485,0.3,gblinear,0.01,10,1000,0.9,0.7
171,0.8214253353833484,0.017978087457008136,0.6,gblinear,0.15,3,500,1.0,0.3
172,0.8214186988267511,0.017828961955725614,2.0,gblinear,0.2,3,1000,1.0,0.0
173,0.8214057799892267,0.012477814092820722,0.1,gblinear,0.1,5,100,0.9,0.9
174,0.8213590455203937,0.017773792790159487,1.0,gblinear,0.5,7,500,0.1,0.3
175,0.8213195286754303,0.01790520516404613,2.0,gblinear,0.1,3,2000,0.9,0.0
176,0.8212821912865875,0.018330600567548504,0.1,gblinear,0.5,15,500,0.1,0.0
177,0.821214708807031,0.00972196612649664,2.0,gblinear,0.05,15,100,1.0,0.9
178,0.8211608842281082,0.017170681509438873,2.0,gblinear,0.15,10,500,0.3,0.3
179,0.8210456469016968,0.017913123029190986,2.0,gblinear,0.1,20,2000,0.3,0.1
180,0.8209641828869384,0.01837301803028146,0.6,gblinear,0.15,7,1000,0.1,0.3
181,0.8209472246564654,0.018185409951065587,1.0,gblinear,0.1,15,1000,0.9,0.0
182,0.8208973076862469,0.012554603751416671,0.1,gblinear,0.01,20,1000,0.7,1.0
183,0.8208410987339706,0.017959841078774682,0.6,gblinear,0.15,7,500,0.3,0.3
184,0.820697589536322,0.0182626785174941,0.6,gblinear,0.2,20,500,0.7,0.0
185,0.820571087050601,0.012616564336625615,0.3,gblinear,0.01,15,1000,0.1,0.0
186,0.8195615106907846,0.00971859240802146,1.0,gblinear,0.05,5,100,0.9,0.7
187,0.8194908777910693,0.009099486221359367,3.0,gblinear,0.05,20,100,0.9,1.0
188,0.8191377519835781,0.009156137799868814,3.0,gblinear,0.05,10,100,0.3,0.1
189,0.8186292160539826,0.005184223413576616,1.0,gbtree,0.01,5,100,0.9,1.0
190,0.8180577527643558,0.006434737961448861,1.0,dart,0.01,7,100,0.9,0.3
191,0.8179498003716908,0.008067233560217537,1.0,gbtree,0.01,15,100,0.7,0.1
192,0.8164000984278252,0.009493392582978363,0.3,gblinear,0.01,20,500,0.7,0.9
193,0.8153730159315922,0.009503582467287084,0.1,gblinear,0.05,10,100,0.9,0.7
194,0.8152427219303058,0.009655091823206107,0.1,gblinear,0.05,15,100,1.0,0.3
195,0.8149739027705645,0.009928431862803115,0.1,gblinear,0.05,5,100,1.0,0.1
196,0.8149054058549142,0.009966720737706953,0.1,gblinear,0.05,10,100,0.3,0.0
197,0.78067443784895,0.010095118174540585,0.6,gbtree,0.01,20,100,0.1,0.9
198,0.7566959177781853,0.00921473545643128,3.0,gbtree,0.01,3,100,0.7,1.0
199,0.753368326666401,0.006058101000764357,0.1,gblinear,0.01,7,100,0.0,0.1
200,0.7259741776134903,0.007006418802308313,0.1,gbtree,0.01,10,100,0.0,0.0
